route_dir,short_dir,route_short_name,direction_id,stop_id,route_id,stop_name,stop_sequence
"100001_0","1_0","1","0","538","100001","3rd Ave & Columbia St","18"
"100001_0","1_0","1","0","538","100001","3rd Ave & Columbia St","35"
"100001_0","1_0","1","0","558","100001","3rd Ave & Seneca St","23"
"100001_0","1_0","1","0","558","100001","3rd Ave & Seneca St","40"
"100001_0","1_0","1","0","575","100001","3rd Ave & Pike St","27"
"100001_0","1_0","1","0","575","100001","3rd Ave & Pike St","44"
"100001_0","1_0","1","0","600","100001","3rd Ave & Virginia St","37"
"100001_0","1_0","1","0","600","100001","3rd Ave & Virginia St","54"
"100001_0","1_0","1","0","605","100001","3rd Ave & Bell St","42"
"100001_0","1_0","1","0","605","100001","3rd Ave & Bell St","59"
"100001_0","1_0","1","0","1500","100001","S Jackson St & 8th Ave S","10"
"100001_0","1_0","1","0","1510","100001","S Jackson St & Maynard Ave S","14"
"100001_0","1_0","1","0","1530","100001","S Jackson St & 5th Ave S","1"
"100001_0","1_0","1","0","1530","100001","S Jackson St & 5th Ave S","18"
"100001_0","1_0","1","0","1610","100001","Prefontaine Pl S & Yesler Way","9"
"100001_0","1_0","1","0","1610","100001","Prefontaine Pl S & Yesler Way","26"
"100001_0","1_0","1","0","1690","100001","3rd Ave & Vine St","46"
"100001_0","1_0","1","0","1690","100001","3rd Ave & Vine St","63"
"100001_0","1_0","1","0","2010","100001","10th Ave W & W Fulton St","137"
"100001_0","1_0","1","0","2010","100001","10th Ave W & W Fulton St","154"
"100001_0","1_0","1","0","2320","100001","1st Ave & Broad St","54"
"100001_0","1_0","1","0","2320","100001","1st Ave & Broad St","71"
"100001_0","1_0","1","0","2332","100001","1st Ave N & John St","61"
"100001_0","1_0","1","0","2332","100001","1st Ave N & John St","78"
"100001_0","1_0","1","0","2360","100001","1st Ave N & Republican St","64"
"100001_0","1_0","1","0","2360","100001","1st Ave N & Republican St","81"
"100001_0","1_0","1","0","2370","100001","Mercer St & Queen Anne Ave N","68"
"100001_0","1_0","1","0","2370","100001","Mercer St & Queen Anne Ave N","85"
"100001_0","1_0","1","0","2390","100001","2nd Ave W & W Roy St","75"
"100001_0","1_0","1","0","2390","100001","2nd Ave W & W Roy St","92"
"100001_0","1_0","1","0","2400","100001","W Olympic Pl & 3rd Ave W","77"
"100001_0","1_0","1","0","2400","100001","W Olympic Pl & 3rd Ave W","94"
"100001_0","1_0","1","0","2410","100001","W Olympic Pl & 5th Ave W","79"
"100001_0","1_0","1","0","2410","100001","W Olympic Pl & 5th Ave W","96"
"100001_0","1_0","1","0","2420","100001","Olympic Way W & 7th Ave W","85"
"100001_0","1_0","1","0","2420","100001","Olympic Way W & 7th Ave W","102"
"100001_0","1_0","1","0","2430","100001","Olympic Way W & W Prospect St","92"
"100001_0","1_0","1","0","2430","100001","Olympic Way W & W Prospect St","109"
"100001_0","1_0","1","0","2440","100001","Olympic Way W & W Lee St","98"
"100001_0","1_0","1","0","2440","100001","Olympic Way W & W Lee St","115"
"100001_0","1_0","1","0","2450","100001","10th Ave W & W Galer St","101"
"100001_0","1_0","1","0","2450","100001","10th Ave W & W Galer St","118"
"100001_0","1_0","1","0","2460","100001","10th Ave W & W Blaine St","104"
"100001_0","1_0","1","0","2460","100001","10th Ave W & W Blaine St","121"
"100001_0","1_0","1","0","2470","100001","10th Ave W & W Howe St","106"
"100001_0","1_0","1","0","2470","100001","10th Ave W & W Howe St","123"
"100001_0","1_0","1","0","2480","100001","10th Ave W & W Crockett St","108"
"100001_0","1_0","1","0","2480","100001","10th Ave W & W Crockett St","125"
"100001_0","1_0","1","0","2490","100001","10th Ave W & W Mcgraw St","111"
"100001_0","1_0","1","0","2490","100001","10th Ave W & W Mcgraw St","128"
"100001_0","1_0","1","0","2500","100001","10th Ave W & W Halladay St","116"
"100001_0","1_0","1","0","2500","100001","10th Ave W & W Halladay St","133"
"100001_0","1_0","1","0","2510","100001","10th Ave W & W Newell St","123"
"100001_0","1_0","1","0","2510","100001","10th Ave W & W Newell St","140"
"100001_0","1_0","1","0","2520","100001","9th Ave W & W Armour St","126"
"100001_0","1_0","1","0","2520","100001","9th Ave W & W Armour St","143"
"100001_0","1_0","1","0","3600","100001","S Jackson St & 12th Ave S","1"
"100001_1","1_1","1","1","400","100001","3rd Ave & Bell St","83"
"100001_1","1_1","1","1","420","100001","3rd Ave & Virginia St","87"
"100001_1","1_1","1","1","430","100001","3rd Ave & Pine St","94"
"100001_1","1_1","1","1","450","100001","3rd Ave & Union St","99"
"100001_1","1_1","1","1","480","100001","3rd Ave & Marion St","104"
"100001_1","1_1","1","1","500","100001","3rd Ave & James St","109"
"100001_1","1_1","1","1","515","100001","3rd Ave S & S Main St","117"
"100001_1","1_1","1","1","1471","100001","S Jackson St & 5th Ave S","123"
"100001_1","1_1","1","1","2010","100001","10th Ave W & W Fulton St","1"
"100001_1","1_1","1","1","2020","100001","10th Ave W & W Bothwell St","5"
"100001_1","1_1","1","1","2030","100001","10th Ave W & W Halladay St","11"
"100001_1","1_1","1","1","2050","100001","10th Ave W & W Mcgraw St","17"
"100001_1","1_1","1","1","2060","100001","10th Ave W & W Crockett St","19"
"100001_1","1_1","1","1","2070","100001","10th Ave W & W Howe St","21"
"100001_1","1_1","1","1","2080","100001","10th Ave W & W Blaine St","23"
"100001_1","1_1","1","1","2090","100001","10th Ave W & W Galer St","25"
"100001_1","1_1","1","1","2100","100001","Olympic Way W & W Lee St","29"
"100001_1","1_1","1","1","2110","100001","Olympic Way W & 9th Ave W","33"
"100001_1","1_1","1","1","2120","100001","Olympic Way W & 7th Ave W","42"
"100001_1","1_1","1","1","2130","100001","Olympic Way W & 5th Ave W","46"
"100001_1","1_1","1","1","2140","100001","W Olympic Pl & 3rd Ave W","49"
"100001_1","1_1","1","1","2150","100001","W Roy St & 2nd Ave W","52"
"100001_1","1_1","1","1","2180","100001","Queen Anne Ave N & W Harrison St","61"
"100001_1","1_1","1","1","2200","100001","Queen Anne Ave N & W John St","64"
"100001_1","1_1","1","1","2220","100001","3rd Ave & Cedar St","78"
"100001_1","1_1","1","1","2244","100001","Denny Way & 2nd Ave N","73"
"100001_1","1_1","1","1","2672","100001","Queen Anne Ave N & W Mercer St","58"
"100002_0","10_0","10","0","1085","100002","Pine St & 9th Ave","1"
"100002_0","10_0","10","0","1110","100002","Pine St & 5th Ave","9"
"100002_0","10_0","10","0","1120","100002","Pine St & 4th Ave","14"
"100002_0","10_0","10","0","1180","100002","Pike St & 4th Ave","1"
"100002_0","10_0","10","0","1180","100002","Pike St & 4th Ave","27"
"100002_0","10_0","10","0","11130","100002","Pike St & Convention Pl","10"
"100002_0","10_0","10","0","11130","100002","Pike St & Convention Pl","36"
"100002_0","10_0","10","0","11132","100002","Pike St & Boren Ave","17"
"100002_0","10_0","10","0","11132","100002","Pike St & Boren Ave","43"
"100002_0","10_0","10","0","11370","100002","15th Ave E & E Galer St","26"
"100002_0","10_0","10","0","11370","100002","15th Ave E & E Galer St","86"
"100002_0","10_0","10","0","11370","100002","15th Ave E & E Galer St","112"
"100002_0","10_0","10","0","11570","100002","15th Ave E & E Harrison St","1"
"100002_0","10_0","10","0","11570","100002","15th Ave E & E Harrison St","61"
"100002_0","10_0","10","0","11570","100002","15th Ave E & E Harrison St","87"
"100002_0","10_0","10","0","11590","100002","15th Ave E & E Roy St","8"
"100002_0","10_0","10","0","11590","100002","15th Ave E & E Roy St","68"
"100002_0","10_0","10","0","11590","100002","15th Ave E & E Roy St","94"
"100002_0","10_0","10","0","11600","100002","15th Ave E & E Aloha St","11"
"100002_0","10_0","10","0","11600","100002","15th Ave E & E Aloha St","71"
"100002_0","10_0","10","0","11600","100002","15th Ave E & E Aloha St","97"
"100002_0","10_0","10","0","11610","100002","15th Ave E & E Prospect St","15"
"100002_0","10_0","10","0","11610","100002","15th Ave E & E Prospect St","75"
"100002_0","10_0","10","0","11610","100002","15th Ave E & E Prospect St","101"
"100002_0","10_0","10","0","11620","100002","15th Ave E & E Highland Dr","17"
"100002_0","10_0","10","0","11620","100002","15th Ave E & E Highland Dr","77"
"100002_0","10_0","10","0","11620","100002","15th Ave E & E Highland Dr","103"
"100002_0","10_0","10","0","11630","100002","Grandview Pl E & E Galer St","20"
"100002_0","10_0","10","0","11630","100002","Grandview Pl E & E Galer St","80"
"100002_0","10_0","10","0","11630","100002","Grandview Pl E & E Galer St","106"
"100002_0","10_0","10","0","11640","100002","Grandview Pl E & E Garfield St","21"
"100002_0","10_0","10","0","11640","100002","Grandview Pl E & E Garfield St","81"
"100002_0","10_0","10","0","11640","100002","Grandview Pl E & E Garfield St","107"
"100002_0","10_0","10","0","13460","100002","Bellevue Ave & E Olive St","26"
"100002_0","10_0","10","0","13460","100002","Bellevue Ave & E Olive St","52"
"100002_0","10_0","10","0","29268","100002","E Olive Way & Summit Ave E","31"
"100002_0","10_0","10","0","29268","100002","E Olive Way & Summit Ave E","57"
"100002_0","10_0","10","0","29270","100002","E John St & Broadway  E","44"
"100002_0","10_0","10","0","29270","100002","E John St & Broadway  E","70"
"100002_0","10_0","10","0","29273","100002","E John St & 15th Ave E","55"
"100002_0","10_0","10","0","29273","100002","E John St & 15th Ave E","81"
"100002_0","10_0","10","0","29277","100002","E John St & 12th Ave E","49"
"100002_0","10_0","10","0","29277","100002","E John St & 12th Ave E","75"
"100002_1","10_1","10","1","60","100002","1st Ave & Union St","91"
"100002_1","10_1","10","1","90","100002","1st Ave & Marion St","97"
"100002_1","10_1","10","1","110","100002","1st Ave S & Yesler Way","104"
"100002_1","10_1","10","1","1085","100002","Pine St & 9th Ave","65"
"100002_1","10_1","10","1","1110","100002","Pine St & 5th Ave","73"
"100002_1","10_1","10","1","1120","100002","Pine St & 4th Ave","78"
"100002_1","10_1","10","1","1130","100002","Pine St & 2nd Ave","85"
"100002_1","10_1","10","1","1466","100002","S Jackson St & 2nd Ave S","112"
"100002_1","10_1","10","1","1471","100002","S Jackson St & 5th Ave S","116"
"100002_1","10_1","10","1","11100","100002","E Pine St & Bellevue Ave","57"
"100002_1","10_1","10","1","11370","100002","15th Ave E & E Galer St","1"
"100002_1","10_1","10","1","11390","100002","15th Ave E & E Prospect St","5"
"100002_1","10_1","10","1","11400","100002","15th Ave E & E Aloha St","9"
"100002_1","10_1","10","1","11410","100002","15th Ave E & E Roy St","12"
"100002_1","10_1","10","1","11420","100002","15th Ave E & E Mercer St","16"
"100002_1","10_1","10","1","11430","100002","15th Ave E & E Republican St","19"
"100002_1","10_1","10","1","13441","100002","Bellevue Ave & E Olive Way","54"
"100002_1","10_1","10","1","29261","100002","E John St & 15th Ave E","25"
"100002_1","10_1","10","1","29264","100002","E Olive Way & Broadway  E","37"
"100002_1","10_1","10","1","29266","100002","E Olive Way & Summit Ave E","49"
"100002_1","10_1","10","1","29301","100002","E John St & 12th Ave E","32"
"100003_0","101_0","101","0","455","100003","University St Station - Bay C","45"
"100003_0","101_0","101","0","501","100003","Pioneer Sq Station - Bay C","53"
"100003_0","101_0","101","0","623","100003","Intl District Station - Bay C","68"
"100003_0","101_0","101","0","1083","100003","Convention Place Station - Bay C","1"
"100003_0","101_0","101","0","1108","100003","Westlake Station - Bay C","23"
"100003_0","101_0","101","0","45303","100003","Renton TC - Bay 6","455"
"100003_0","101_0","101","0","46466","100003","S Grady Way & Wells Ave S","412"
"100003_0","101_0","101","0","46468","100003","Main Ave S & S 4th St","424"
"100003_0","101_0","101","0","46472","100003","Mill Ave S & Houser Way S","437"
"100003_0","101_0","101","0","55939","100003","S Grady Way & Talbot Rd S","405"
"100003_0","101_0","101","0","59842","100003","South Renton P&R - Bay 1","375"
"100003_0","101_0","101","0","59891","100003","Rainier Ave S & S 3rd Pl","331"
"100003_0","101_0","101","0","59902","100003","S 7th St & Rainier Ave S","353"
"100003_0","101_0","101","0","79570","100003","Martin L King Jr Way S & S 129th St","250"
"100003_0","101_0","101","0","79580","100003","Martin L King Jr Way S & S 135th St","264"
"100003_0","101_0","101","0","79590","100003","SW Sunset Blvd & Oakesdale Ave SW","286"
"100003_0","101_0","101","0","79600","100003","SW Sunset Blvd & Stevens Ave SW","303"
"100003_0","101_0","101","0","79610","100003","SW Sunset Blvd & Hardie Ave SW","319"
"100003_0","101_0","101","0","99253","100003","SODO Busway & S Spokane St","105"
"100003_0","101_0","101","0","99263","100003","SODO Busway & S Lander St","103"
"100003_0","101_0","101","0","99266","100003","SODO Busway & S Holgate St","100"
"100003_0","101_0","101","0","99271","100003","SODO Busway & S Royal Brougham Way","88"
"100003_1","101_1","101","1","532","100003","Pioneer Sq Station - Bay A","330"
"100003_1","101_1","101","1","532","100003","Pioneer Sq Station - Bay A","392"
"100003_1","101_1","101","1","565","100003","University St Station - Bay A","340"
"100003_1","101_1","101","1","565","100003","University St Station - Bay A","402"
"100003_1","101_1","101","1","621","100003","Intl District Station - Bay A","313"
"100003_1","101_1","101","1","621","100003","Intl District Station - Bay A","375"
"100003_1","101_1","101","1","1086","100003","Convention Place Station - Bay E","375"
"100003_1","101_1","101","1","1086","100003","Convention Place Station - Bay E","437"
"100003_1","101_1","101","1","1121","100003","Westlake Station - Bay A","354"
"100003_1","101_1","101","1","1121","100003","Westlake Station - Bay A","416"
"100003_1","101_1","101","1","1192","100003","Convention Place Station - Bay A","369"
"100003_1","101_1","101","1","1192","100003","Convention Place Station - Bay A","431"
"100003_1","101_1","101","1","45285","100003","Main Ave S & S 4th St","12"
"100003_1","101_1","101","1","45287","100003","S Grady Way & Wells Ave S","26"
"100003_1","101_1","101","1","45303","100003","Renton TC - Bay 6","1"
"100003_1","101_1","101","1","55938","100003","South Renton P&R - Bay 2","1"
"100003_1","101_1","101","1","55938","100003","South Renton P&R - Bay 2","63"
"100003_1","101_1","101","1","59841","100003","Sr 515 & South Grady Way","33"
"100003_1","101_1","101","1","59860","100003","Rainier Ave S & S 7th St","19"
"100003_1","101_1","101","1","59860","100003","Rainier Ave S & S 7th St","81"
"100003_1","101_1","101","1","59870","100003","Rainier Ave S & S 4th Pl","35"
"100003_1","101_1","101","1","59870","100003","Rainier Ave S & S 4th Pl","97"
"100003_1","101_1","101","1","79520","100003","SW Sunset Blvd & Rainier Ave S","44"
"100003_1","101_1","101","1","79520","100003","SW Sunset Blvd & Rainier Ave S","106"
"100003_1","101_1","101","1","79530","100003","SW Sunset Blvd & Stevens Ave SW","66"
"100003_1","101_1","101","1","79530","100003","SW Sunset Blvd & Stevens Ave SW","128"
"100003_1","101_1","101","1","79540","100003","SW Sunset Blvd & Oakesdale Ave SW","81"
"100003_1","101_1","101","1","79540","100003","SW Sunset Blvd & Oakesdale Ave SW","143"
"100003_1","101_1","101","1","79555","100003","Martin L King Jr Way S & 68th Ave S","104"
"100003_1","101_1","101","1","79555","100003","Martin L King Jr Way S & 68th Ave S","166"
"100003_1","101_1","101","1","79560","100003","Martin L King Jr Way S & S 129th St","118"
"100003_1","101_1","101","1","79560","100003","Martin L King Jr Way S & S 129th St","180"
"100003_1","101_1","101","1","99252","100003","SODO Busway & S Spokane St","273"
"100003_1","101_1","101","1","99252","100003","SODO Busway & S Spokane St","335"
"100003_1","101_1","101","1","99254","100003","SODO Busway & S Lander St","277"
"100003_1","101_1","101","1","99254","100003","SODO Busway & S Lander St","339"
"100003_1","101_1","101","1","99264","100003","SODO Busway & S Holgate St","279"
"100003_1","101_1","101","1","99264","100003","SODO Busway & S Holgate St","341"
"100003_1","101_1","101","1","99267","100003","SODO Busway & S Royal Brougham Way","290"
"100003_1","101_1","101","1","99267","100003","SODO Busway & S Royal Brougham Way","352"
"100487_0","102_0","102","0","455","100487","University St Station - Bay C","45"
"100487_0","102_0","102","0","501","100487","Pioneer Sq Station - Bay C","53"
"100487_0","102_0","102","0","623","100487","Intl District Station - Bay C","68"
"100487_0","102_0","102","0","1083","100487","Convention Place Station - Bay C","1"
"100487_0","102_0","102","0","1108","100487","Westlake Station - Bay C","23"
"100487_0","102_0","102","0","55945","100487","SE Fairwood Blvd & SE 169th Pl","684"
"100487_0","102_0","102","0","55946","100487","161st Ave SE & SE 171st Pl","675"
"100487_0","102_0","102","0","55947","100487","151st Ave SE & SE Petrovitsky Rd","586"
"100487_0","102_0","102","0","59460","100487","SE 168th St & 116th Ave SE","513"
"100487_0","102_0","102","0","59480","100487","SE 168th St & 120th Ave SE","519"
"100487_0","102_0","102","0","59490","100487","SE 168th St & 122nd Ave SE","523"
"100487_0","102_0","102","0","59500","100487","SE 168th St & 124th Ave SE","526"
"100487_0","102_0","102","0","59510","100487","SE 168th St & 126th Ave SE","529"
"100487_0","102_0","102","0","59520","100487","128th Ave SE & SE 169th St","533"
"100487_0","102_0","102","0","59540","100487","128th Ave SE & SE 172nd St","538"
"100487_0","102_0","102","0","59550","100487","128th Ave SE & SE Petrovitsky Rd","540"
"100487_0","102_0","102","0","59552","100487","SE Petrovitsky Rd & 140th Ave SE","570"
"100487_0","102_0","102","0","59555","100487","SE Petrovitsky Rd & 134th Ave SE","555"
"100487_0","102_0","102","0","59561","100487","SE Petrovitsky Rd & SE 176th St","575"
"100487_0","102_0","102","0","59562","100487","SE Petrovitsky Rd & 143rd Ave SE","581"
"100487_0","102_0","102","0","59563","100487","SE 179th St & 152nd Pl SE","598"
"100487_0","102_0","102","0","59564","100487","SE 179th St & 154th Ave SE","606"
"100487_0","102_0","102","0","59565","100487","SE 179th St & 156th Pl SE","616"
"100487_0","102_0","102","0","59566","100487","SE 179th St & 159th Ave SE","625"
"100487_0","102_0","102","0","59567","100487","161st Ave SE & SE 179th St","641"
"100487_0","102_0","102","0","59568","100487","161st Ave SE & SE 176th Pl","653"
"100487_0","102_0","102","0","59569","100487","161st Ave SE & SE 173rd St","671"
"100487_0","102_0","102","0","59602","100487","SE Fairwood Blvd & 160th Pl SE","691"
"100487_0","102_0","102","0","59603","100487","SE Fairwood Blvd & SE 168th St","700"
"100487_0","102_0","102","0","59604","100487","156th Ave SE & SE Fairwood Blvd","708"
"100487_0","102_0","102","0","59605","100487","SE Fairwood Blvd & 154th Pl SE","717"
"100487_0","102_0","102","0","59606","100487","SE Fairwood Blvd & SE 171st Pl","735"
"100487_0","102_0","102","0","59612","100487","SE Fairwood Blvd & SE 170th St","752"
"100487_0","102_0","102","0","59613","100487","SE Fairwood Blvd & 150th Ave SE","764"
"100487_0","102_0","102","0","59614","100487","SE Fairwood Blvd & 148th Ave SE","766"
"100487_0","102_0","102","0","59615","100487","SE Fairwood Blvd & 145th Ave SE","777"
"100487_0","102_0","102","0","59616","100487","SE Fairwood Blvd & 141st Ave SE","790"
"100487_0","102_0","102","0","59842","100487","South Renton P&R - Bay 1","375"
"100487_0","102_0","102","0","59891","100487","Rainier Ave S & S 3rd Pl","331"
"100487_0","102_0","102","0","59902","100487","S 7th St & Rainier Ave S","353"
"100487_0","102_0","102","0","59938","100487","Talbot Rd S & S Renton Village Pl","413"
"100487_0","102_0","102","0","59950","100487","S Puget Dr & Talbot Rd S","424"
"100487_0","102_0","102","0","59960","100487","S Puget Dr & Benson Rd S","446"
"100487_0","102_0","102","0","59971","100487","S Puget Dr & Grant Ave S","458"
"100487_0","102_0","102","0","59974","100487","Puget Dr SE & Jones Pl SE","462"
"100487_0","102_0","102","0","59976","100487","Puget Dr SE & SE 19th St","471"
"100487_0","102_0","102","0","60010","100487","Edmonds Ave SE & SE 16th St","494"
"100487_0","102_0","102","0","60020","100487","116th Ave SE & SE 20th Pl","501"
"100487_0","102_0","102","0","60022","100487","116th Ave SE & SE 160th St","504"
"100487_0","102_0","102","0","60026","100487","116th Ave SE & SE 164th St","508"
"100487_0","102_0","102","0","60136","100487","140th Way SE & SE 158th St","827"
"100487_0","102_0","102","0","79570","100487","Martin L King Jr Way S & S 129th St","250"
"100487_0","102_0","102","0","79580","100487","Martin L King Jr Way S & S 135th St","264"
"100487_0","102_0","102","0","79590","100487","SW Sunset Blvd & Oakesdale Ave SW","286"
"100487_0","102_0","102","0","79600","100487","SW Sunset Blvd & Stevens Ave SW","303"
"100487_0","102_0","102","0","79610","100487","SW Sunset Blvd & Hardie Ave SW","319"
"100487_0","102_0","102","0","99253","100487","SODO Busway & S Spokane St","105"
"100487_0","102_0","102","0","99263","100487","SODO Busway & S Lander St","103"
"100487_0","102_0","102","0","99266","100487","SODO Busway & S Holgate St","100"
"100487_0","102_0","102","0","99271","100487","SODO Busway & S Royal Brougham Way","88"
"100487_1","102_1","102","1","532","100487","Pioneer Sq Station - Bay A","823"
"100487_1","102_1","102","1","565","100487","University St Station - Bay A","833"
"100487_1","102_1","102","1","621","100487","Intl District Station - Bay A","806"
"100487_1","102_1","102","1","1086","100487","Convention Place Station - Bay E","868"
"100487_1","102_1","102","1","1121","100487","Westlake Station - Bay A","847"
"100487_1","102_1","102","1","1192","100487","Convention Place Station - Bay A","862"
"100487_1","102_1","102","1","55938","100487","South Renton P&R - Bay 2","494"
"100487_1","102_1","102","1","55943","100487","151st Ave SE & SE Petrovitsky Rd","279"
"100487_1","102_1","102","1","55944","100487","161st Ave SE & SE 171st Pl","191"
"100487_1","102_1","102","1","59554","100487","161st Ave SE & SE 170th Pl","188"
"100487_1","102_1","102","1","59710","100487","116th Ave SE & SE 20th Pl","365"
"100487_1","102_1","102","1","59712","100487","116th Ave SE & SE 168th St","355"
"100487_1","102_1","102","1","59716","100487","116th Ave SE & SE 164th St","358"
"100487_1","102_1","102","1","59718","100487","116th Ave SE & SE 160th St","363"
"100487_1","102_1","102","1","59720","100487","Edmonds Ave SE & Edmonds Way SE","373"
"100487_1","102_1","102","1","59724","100487","Puget Dr SE & Royal Hills Dr SE","380"
"100487_1","102_1","102","1","59772","100487","Puget Dr SE & SE 16th Pl","396"
"100487_1","102_1","102","1","59785","100487","S Puget Dr & Rolling Hills Ave SE","406"
"100487_1","102_1","102","1","59800","100487","S Puget Dr & Grant Ave S","413"
"100487_1","102_1","102","1","59810","100487","S Puget Dr & Benson Rd S","430"
"100487_1","102_1","102","1","59830","100487","Talbot Rd S & S Renton Village Pl","451"
"100487_1","102_1","102","1","59841","100487","Sr 515 & South Grady Way","464"
"100487_1","102_1","102","1","59860","100487","Rainier Ave S & S 7th St","512"
"100487_1","102_1","102","1","59870","100487","Rainier Ave S & S 4th Pl","528"
"100487_1","102_1","102","1","60137","100487","140th Way SE & SE 158th St","39"
"100487_1","102_1","102","1","60151","100487","SE Fairwood Blvd & 141st Ave SE","75"
"100487_1","102_1","102","1","60152","100487","SE Fairwood Blvd & 145th Ave SE","89"
"100487_1","102_1","102","1","60153","100487","SE Fairwood Blvd & 148th Ave SE","99"
"100487_1","102_1","102","1","60154","100487","SE Fairwood Blvd & 150th Ave SE","101"
"100487_1","102_1","102","1","60155","100487","SE Fairwood Blvd & SE 170th St","114"
"100487_1","102_1","102","1","60156","100487","SE Fairwood Blvd & SE 171st Pl","130"
"100487_1","102_1","102","1","60157","100487","SE Fairwood Blvd & 154th Pl SE","145"
"100487_1","102_1","102","1","60158","100487","156th Ave SE & SE Fairwood Blvd","157"
"100487_1","102_1","102","1","60162","100487","SE Fairwood Blvd & SE 168th St","165"
"100487_1","102_1","102","1","60163","100487","SE Fairwood Blvd & 160th Pl SE","174"
"100487_1","102_1","102","1","60164","100487","161st Ave SE & SE 174th St","198"
"100487_1","102_1","102","1","60165","100487","161st Ave SE & SE 176th Pl","212"
"100487_1","102_1","102","1","60166","100487","SE 179th St & 160th Ave SE","234"
"100487_1","102_1","102","1","60167","100487","SE 179th St & 159th Ave SE","242"
"100487_1","102_1","102","1","60168","100487","SE 179th St & 156th Pl SE","249"
"100487_1","102_1","102","1","60172","100487","SE 179th St & 154th Ave SE","259"
"100487_1","102_1","102","1","60173","100487","SE 179th St & 152nd Pl SE","272"
"100487_1","102_1","102","1","60174","100487","SE Petrovitsky Rd & SE 176th St","284"
"100487_1","102_1","102","1","60175","100487","SE Petrovitsky Rd & SE 176th St","291"
"100487_1","102_1","102","1","60177","100487","SE Petrovitsky Rd & 134th Ave SE","309"
"100487_1","102_1","102","1","60180","100487","128th Ave SE & SE Petrovitsky Rd","325"
"100487_1","102_1","102","1","60185","100487","SE Petrovitsky Rd & 140th Ave SE","296"
"100487_1","102_1","102","1","60190","100487","128th Ave SE & SE 172nd St","328"
"100487_1","102_1","102","1","60202","100487","128th Ave SE & SE 169th Pl","331"
"100487_1","102_1","102","1","60220","100487","SE 168th St & 127th Ave SE","336"
"100487_1","102_1","102","1","60230","100487","SE 168th St & 125th Ave SE","339"
"100487_1","102_1","102","1","60240","100487","SE 168th St & 122nd Ave SE","344"
"100487_1","102_1","102","1","60250","100487","SE 168th St & 120th Ave SE","347"
"100487_1","102_1","102","1","60260","100487","SE 168th St & 117th Ave SE","350"
"100487_1","102_1","102","1","79520","100487","SW Sunset Blvd & Rainier Ave S","537"
"100487_1","102_1","102","1","79530","100487","SW Sunset Blvd & Stevens Ave SW","559"
"100487_1","102_1","102","1","79540","100487","SW Sunset Blvd & Oakesdale Ave SW","574"
"100487_1","102_1","102","1","79555","100487","Martin L King Jr Way S & 68th Ave S","597"
"100487_1","102_1","102","1","79560","100487","Martin L King Jr Way S & S 129th St","611"
"100487_1","102_1","102","1","99252","100487","SODO Busway & S Spokane St","766"
"100487_1","102_1","102","1","99254","100487","SODO Busway & S Lander St","770"
"100487_1","102_1","102","1","99264","100487","SODO Busway & S Holgate St","772"
"100487_1","102_1","102","1","99267","100487","SODO Busway & S Royal Brougham Way","783"
"100487_1","102_1","102","1","99300","100487","Renton Maple Valley Rd & 131st Ave SE","1"
"100004_0","105_0","105","0","45001","100004","NE 4th St & Jefferson Ave NE","89"
"100004_0","105_0","105","0","45070","100004","Union Ave NE & NE 8th St","132"
"100004_0","105_0","105","0","45080","100004","Union Ave NE & NE 10th St","137"
"100004_0","105_0","105","0","45090","100004","Union Ave NE & NE 11th St","142"
"100004_0","105_0","105","0","45110","100004","NE 12th St & NE 11th Pl","147"
"100004_0","105_0","105","0","45120","100004","NE 12th St & Redmond Ave NE","151"
"100004_0","105_0","105","0","45130","100004","NE 12th St & Olympia Ave NE","158"
"100004_0","105_0","105","0","45140","100004","NE 12th St & Lynnwood Ave NE","163"
"100004_0","105_0","105","0","45301","100004","Renton TC - Bay 5","1"
"100004_0","105_0","105","0","46474","100004","Mill Ave S & S 2nd St","19"
"100004_0","105_0","105","0","54146","100004","Union Ave NE & NE 4th St","117"
"100004_0","105_0","105","0","54147","100004","Union Ave NE & NE 6th St","123"
"100004_0","105_0","105","0","54148","100004","Union Ave NE & NE 7th St","128"
"100004_0","105_0","105","0","54842","100004","Harrington Ave NE & NE 16th St","200"
"100004_0","105_0","105","0","54944","100004","Sunset Blvd N & N 3rd St","46"
"100004_0","105_0","105","0","56510","100004","Bronson Way N & Park Ave N","24"
"100004_0","105_0","105","0","56610","100004","Kirkland Ave NE & NE 12th St","168"
"100004_0","105_0","105","0","56620","100004","Kirkland Ave NE & NE 14th St","171"
"100004_0","105_0","105","0","56631","100004","NE 16th St & Kirkland Ave NE","178"
"100004_0","105_0","105","0","56773","100004","Edmonds Ave NE & NE 3rd St","70"
"100004_0","105_0","105","0","56775","100004","NE 4th St & Edmonds Ave NE","76"
"100004_0","105_0","105","0","56785","100004","NE 4th St & Index Pl NE","84"
"100004_0","105_0","105","0","56790","100004","NE 4th St & Monroe Ave NE","103"
"100004_0","105_0","105","0","56792","100004","NE 4th St & Queen Ave NE","110"
"100004_1","105_1","105","1","45280","100004","Bronson Way S & Mill Ave S","162"
"100004_1","105_1","105","1","45301","100004","Renton TC - Bay 5","176"
"100004_1","105_1","105","1","46600","100004","NE 12th St & Lynnwood Ave NE","17"
"100004_1","105_1","105","1","46610","100004","NE 12th St & Pierce Pl NE","23"
"100004_1","105_1","105","1","46620","100004","NE 12th St & Redmond Ave NE","30"
